Id,Time[ns],0:I²C: Address/Data
1953,11210454280.00,ACK
1954,11210455640.00,Data write: 01
1955,11210464720.00,ACK
1956,11210466580.00,Stop
1957,16082658680.00,Start
1958,16082660080.00,Address write: D6
1959,16082668040.00,Write
1960,16082669200.00,ACK
1961,16082670600.00,Data write: FF
1962,16082679660.00,ACK
1963,16082681000.00,Data write: A3
1964,16082690080.00,ACK
1965,16082691420.00,Data write: 02
1966,16082700520.00,ACK
1967,16082702460.00,Stop
1968,16084311980.00,Start
1969,16084313240.00,Address write: D6
1970,16084321160.00,Write
1971,16084322320.00,ACK
1972,16084323680.00,Data write: FF
1973,16084332740.00,ACK
1974,16084334080.00,Data write: B7
1975,16084343140.00,ACK
1976,16084344500.00,Data write: 5A
1977,16084353560.00,ACK
1978,16084355420.00,Stop
1979,16086311960.00,Start
1980,16086313240.00,Address write: D6
1981,16086321140.00,Write
1982,16086322300.00,ACK
1983,16086323660.00,Data write: FF
1984,16086332720.00,ACK
1985,16086334060.00,Data write: B7
1986,16086343120.00,ACK
1987,16086344480.00,Data write: 00
1988,16086353580.00,ACK
1989,16086355440.00,Stop
1990,16101311620.00,Start
1991,16101312880.00,Address write: D6
1992,16101320800.00,Write
1993,16101321960.00,ACK
1994,16101323320.00,Data write: FF
1995,16101332360.00,ACK
1996,16101333720.00,Data write: F0
1997,16101342800.00,ACK
1998,16101344140.00,Data write: 20
1999,16101353240.00,ACK
2000,16101354580.00,Data write: 20
2001,16101363660.00,ACK
2002,16101365020.00,Data write: 02
2003,16101374100.00,ACK
2004,16101375460.00,Data write: 02
2005,16101384540.00,ACK
2006,16101385900.00,Data write: 19
2007,16101394980.00,ACK
2008,16101396320.00,Data write: 29
2009,16101405400.00,ACK
2010,16101406760.00,Data write: 19
2011,16101415840.00,ACK
2012,16101417180.00,Data write: 29
2013,16101426260.00,ACK
2014,16101428120.00,Stop
2015,16101429960.00,Start
2016,16101431220.00,Address write: D6
2017,16101439140.00,Write
2018,16101440300.00,ACK
2019,16101441680.00,Data write: FF
2020,16101450720.00,ACK
2021,16101452080.00,Data write: F0
2022,16101461160.00,ACK
2023,16101463220.00,Start repeat
2024,16101464500.00,Address read: D7
2025,16101472400.00,Read
2026,16101473560.00,ACK
2027,16101474960.00,Data read: 01
2028,16101483940.00,NACK
2029,16101485680.00,Stop
2030,16103311720.00,Start
2031,16103313040.00,Address write: D6
2032,16103320940.00,Write
2033,16103322100.00,ACK
2034,16103323500.00,Data write: FF
2035,16103332560.00,ACK
2036,16103333900.00,Data write: B4
2037,16103342980.00,ACK
2038,16103344320.00,Data write: 00
2039,16103353420.00,ACK
2040,16103355300.00,Stop
2041,16105311480.00,Start
2042,16105312760.00,Address write: D6
2043,16105320660.00,Write
2044,16105321820.00,ACK
2045,16105323180.00,Data write: FF
2046,16105332240.00,ACK
2047,16105333580.00,Data write: A3
2048,16105342660.00,ACK
2049,16105344000.00,Data write: 00
2050,16105353100.00,ACK
2051,16105354960.00,Stop
2052,16107311440.00,Start
2053,16107312700.00,Address write: D6
2054,16107320600.00,Write
2055,16107321760.00,ACK
2056,16107323120.00,Data write: FF
2057,16107332180.00,ACK
2058,16107333520.00,Data write: B4
2059,16107342600.00,ACK
2060,16107343960.00,Data write: 01
2061,16107353040.00,ACK
2062,16107354900.00,Stop
2063,16114311280.00,Start
2064,16114312560.00,Address write: DE
2065,16114320460.00,Write
2066,16114321620.00,ACK
2067,16114322980.00,Data write: AC
2068,16114332040.00,ACK
2069,16114333920.00,Stop
2070,16115311300.00,Start
2071,16115312580.00,Address write: DE
2072,16115320480.00,Write
2073,16115321640.00,ACK
2074,16115323000.00,Data write: AC
2075,16115332080.00,ACK
2076,16115333940.00,Stop
2077,16116311240.00,Start
2078,16116312500.00,Address write: DE
2079,16116320400.00,Write
2080,16116321560.00,ACK
2081,16116322920.00,Data write: AC
2082,16116332000.00,ACK
2083,16116333860.00,Stop
2084,16117311260.00,Start
2085,16117312520.00,Address write: DE
2086,16117320420.00,Write
2087,16117321580.00,ACK
2088,16117322960.00,Data write: AC
2089,16117332020.00,ACK
2090,16117333880.00,Stop
2091,16118311200.00,Start
2092,16118312460.00,Address write: DE
2093,16118320360.00,Write
2094,16118321520.00,ACK
2095,16118322880.00,Data write: AC
2096,16118331960.00,ACK
2097,16118333820.00,Stop
2098,16119311220.00,Start
2099,16119312480.00,Address write: DE
2100,16119320380.00,Write
2101,16119321540.00,ACK
2102,16119322900.00,Data write: AC
2103,16119331980.00,ACK
2104,16119333840.00,Stop
2105,16120311140.00,Start
2106,16120312420.00,Address write: DE
2107,16120320320.00,Write
2108,16120321480.00,ACK
2109,16120322840.00,Data write: AC
2110,16120331920.00,ACK
2111,16120333780.00,Stop
2112,16121311160.00,Start
2113,16121312440.00,Address write: DE
2114,16121320340.00,Write
2115,16121321500.00,ACK
2116,16121322860.00,Data write: AC
2117,16121331940.00,ACK
2118,16121333800.00,Stop
2119,16122311100.00,Start
2120,16122312360.00,Address write: DE
2121,16122320260.00,Write
2122,16122321440.00,ACK
2123,16122322800.00,Data write: AC
2124,16122331860.00,ACK
2125,16122333720.00,Stop
2126,16123311120.00,Start
2127,16123312400.00,Address write: DE
2128,16123320300.00,Write
2129,16123321460.00,ACK
2130,16123322820.00,Data write: AC
2131,16123331880.00,ACK
2132,16123333760.00,Stop
2133,16124311060.00,Start
2134,16124312320.00,Address write: DE
2135,16124320220.00,Write
2136,16124321380.00,ACK
2137,16124322740.00,Data write: AC
2138,16124331820.00,ACK
2139,16124333680.00,Stop
2140,16125311080.00,Start
2141,16125312340.00,Address write: DE
2142,16125320240.00,Write
2143,16125321400.00,ACK
2144,16125322760.00,Data write: AC
2145,16125331840.00,ACK
2146,16125333700.00,Stop
2147,16126311020.00,Start
2148,16126312280.00,Address write: DE
2149,16126320180.00,Write
2150,16126321340.00,ACK
2151,16126322700.00,Data write: AC
2152,16126331780.00,ACK
2153,16126333640.00,Stop
2154,16127311040.00,Start
2155,16127312300.00,Address write: DE
2156,16127320200.00,Write
2157,16127321360.00,ACK
2158,16127322720.00,Data write: AC
2159,16127331800.00,ACK
2160,16127333660.00,Stop
2161,16128310960.00,Start
2162,16128312240.00,Address write: DE
2163,16128320140.00,Write
2164,16128321300.00,ACK
2165,16128322660.00,Data write: AC
2166,16128331740.00,ACK
2167,16128333600.00,Stop
2168,16129310980.00,Start
2169,16129312260.00,Address write: DE
2170,16129320160.00,Write
2171,16129321320.00,ACK
2172,16129322680.00,Data write: AC
2173,16129331760.00,ACK
2174,16129333620.00,Stop
2175,16130310920.00,Start
2176,16130312180.00,Address write: DE
2177,16130320080.00,Write
2178,16130321240.00,ACK
2179,16130322600.00,Data write: AC
2180,16130331680.00,ACK
2181,16130333540.00,Stop
2182,16131310940.00,Start
2183,16131312200.00,Address write: DE
2184,16131320120.00,Write
2185,16131321280.00,ACK
2186,16131322640.00,Data write: AC
2187,16131331720.00,ACK
2188,16131333580.00,Stop
2189,16132310880.00,Start
2190,16132312140.00,Address write: DE
2191,16132320040.00,Write
2192,16132321200.00,ACK
2193,16132322560.00,Data write: AC
2194,16132331640.00,ACK
2195,16132333500.00,Stop
2196,16133310900.00,Start
2197,16133312160.00,Address write: DE
2198,16133320060.00,Write
2199,16133321220.00,ACK
2200,16133322580.00,Data write: AC
2201,16133331660.00,ACK
2202,16133333520.00,Stop
2203,16134315480.00,Start
2204,16134316860.00,Address write: DE
2205,16134324820.00,Write
2206,16134325980.00,ACK
2207,16134327380.00,Data write: 86
2208,16134336460.00,ACK
2209,16134337800.00,Data write: 01
2210,16134346900.00,ACK
2211,16134348240.00,Data write: 82
2212,16134357320.00,ACK
2213,16134358680.00,Data write: 01
2214,16134367760.00,ACK
2215,16134369120.00,Data write: 01
2216,16134378200.00,ACK
2217,16134379560.00,Data write: 00
2218,16134388660.00,ACK
2219,16134390000.00,Data write: 00
2220,16134399100.00,ACK
2221,16134400440.00,Data write: 01
2222,16134409540.00,ACK
2223,16134410880.00,Data write: 00
2224,16134419980.00,ACK
2225,16134421940.00,Stop
2226,16136310920.00,Start
2227,16136312220.00,Address read: DF
2228,16136320100.00,Read
2229,16136321260.00,ACK
2230,16136322640.00,Data read: 33
2231,16136331620.00,ACK
2232,16136332780.00,Data read: 01
2233,16136341720.00,ACK
2234,16136342860.00,Data read: 28
2235,16136351820.00,ACK
2236,16136352960.00,Data read: 01
2237,16136361900.00,ACK
2238,16136363040.00,Data read: 02
2239,16136372000.00,ACK
2240,16136373120.00,Data read: 05
2241,16136382080.00,ACK
2242,16136383220.00,Data read: 00
2243,16136392160.00,ACK
2244,16136393300.00,Data read: 01
2245,16136402260.00,ACK
2246,16136403400.00,Data read: 01
2247,16136412340.00,ACK
2248,16136413480.00,Data read: 00
2249,16136422440.00,ACK
2250,16136423580.00,Data read: 01
2251,16136432520.00,ACK
2252,16136433660.00,Data read: 00
2253,16136442600.00,ACK
2254,16136443740.00,Data read: 00
2255,16136452700.00,ACK
2256,16136453840.00,Data read: 00
2257,16136462780.00,NACK
2258,16136464520.00,Stop
2259,16136470740.00,Start
2260,16136472080.00,Address write: DE
2261,16136480040.00,Write
2262,16136481200.00,ACK
2263,16136482600.00,Data write: B8
2264,16136491680.00,ACK
2265,16136493020.00,Data write: 01
2266,16136502120.00,ACK
2267,16136503460.00,Data write: 82
2268,16136512540.00,ACK
2269,16136513900.00,Data write: 03
2270,16136522980.00,ACK
2271,16136524320.00,Data write: 21
2272,16136533420.00,ACK
2273,16136534760.00,Data write: 06
2274,16136543840.00,ACK
2275,16136545200.00,Data write: 00
2276,16136554300.00,ACK
2277,16136555640.00,Data write: 01
2278,16136564720.00,ACK
2279,16136566080.00,Data write: 0A
2280,16136575160.00,ACK
2281,16136576520.00,Data write: 09
2282,16136585600.00,ACK
2283,16136586940.00,Data write: 00
2284,16136596040.00,ACK
2285,16136597380.00,Data write: 00
2286,16136606480.00,ACK
2287,16136607840.00,Data write: 00
2288,16136616920.00,ACK
2289,16136618280.00,Data write: 00
2290,16136627380.00,ACK
2291,16136628720.00,Data write: 01
2292,16136637820.00,ACK
2293,16136639720.00,Stop
2294,16361305740.00,Start
2295,16361307020.00,Address read: DF
2296,16361314920.00,Read
2297,16361316080.00,ACK
2298,16361317460.00,Data read: 50
2299,16361326440.00,ACK
2300,16361327580.00,Data read: 01
2301,16361336540.00,ACK
2302,16361337680.00,Data read: 28
2303,16361346620.00,ACK
2304,16361347760.00,Data read: 03
2305,16361356720.00,ACK
2306,16361357860.00,Data read: 22
2307,16361366800.00,ACK
2308,16361367940.00,Data read: 01
2309,16361376900.00,ACK
2310,16361378020.00,Data read: 00
2311,16361386980.00,ACK
2312,16361388120.00,Data read: 01
2313,16361397060.00,ACK
2314,16361398200.00,Data read: 00
2315,16361407160.00,ACK
2316,16361408300.00,Data read: 00
2317,16361417240.00,NACK
2318,16361418980.00,Stop
2319,16361436040.00,Start
2320,16361437380.00,Address write: DE
2321,16361445340.00,Write
2322,16361446500.00,ACK
2323,16361447900.00,Data write: C4
2324,16361456980.00,ACK
2325,16361458320.00,Data write: 01
2326,16361467420.00,ACK
2327,16361468760.00,Data write: 82
2328,16361477840.00,ACK
2329,16361479200.00,Data write: 03
2330,16361488280.00,ACK
2331,16361489640.00,Data write: 01
2332,16361498720.00,ACK
2333,16361500080.00,Data write: 44
2334,16361509160.00,ACK
2335,16361510500.00,Data write: 00
2336,16361519600.00,ACK
2337,16361520940.00,Data write: 01
2338,16361530040.00,ACK
2339,16361531380.00,Data write: F8
2340,16361540460.00,ACK
2341,16361541800.00,Data write: 00
2342,16361550900.00,ACK
2343,16361552240.00,Data write: 00
2344,16361561340.00,ACK
2345,16361562700.00,Data write: 00
2346,16361571780.00,ACK
2347,16361573140.00,Data write: 01
2348,16361582220.00,ACK
2349,16361583580.00,Data write: 00
2350,16361592680.00,ACK
2351,16361594020.00,Data write: 40
2352,16361603100.00,ACK
2353,16361604460.00,Data write: 00
2354,16361613560.00,ACK
2355,16361614900.00,Data write: 20
2356,16361624000.00,ACK
2357,16361625340.00,Data write: CD
2358,16361634400.00,ACK
2359,16361635760.00,Data write: 82
2360,16361644840.00,ACK
2361,16361646180.00,Data write: FF
2362,16361655240.00,ACK
2363,16361656580.00,Data write: 1F
2364,16361665660.00,ACK
2365,16361667000.00,Data write: C3
2366,16361676080.00,ACK
2367,16361677420.00,Data write: 1B
2368,16361686500.00,ACK
2369,16361687840.00,Data write: FF
2370,16361696900.00,ACK
2371,16361698260.00,Data write: 1F
2372,16361707320.00,ACK
2373,16361708660.00,Data write: C3
2374,16361717740.00,ACK
2375,16361719080.00,Data write: 1B
2376,16361728160.00,ACK
2377,16361729500.00,Data write: FF
2378,16361738560.00,ACK
2379,16361739920.00,Data write: 1F
2380,16361748980.00,ACK
2381,16361750320.00,Data write: C3
2382,16361759400.00,ACK
2383,16361760740.00,Data write: 1B
2384,16361769820.00,ACK
2385,16361771160.00,Data write: FF
2386,16361780220.00,ACK
2387,16361781580.00,Data write: 1F
2388,16361790640.00,ACK
2389,16361791980.00,Data write: C3
2390,16361801060.00,ACK
2391,16361802420.00,Data write: 1B
2392,16361811480.00,ACK
2393,16361812820.00,Data write: FF
2394,16361821880.00,ACK
2395,16361823220.00,Data write: 1F
2396,16361832300.00,ACK
2397,16361833640.00,Data write: C3
2398,16361842720.00,ACK
2399,16361844060.00,Data write: 1B
2400,16361853140.00,ACK
2401,16361854480.00,Data write: FF
2402,16361863540.00,ACK
2403,16361864900.00,Data write: 1F
2404,16361873960.00,ACK
2405,16361875300.00,Data write: C3
2406,16361884380.00,ACK
2407,16361885720.00,Data write: 1B
2408,16361894800.00,ACK
2409,16361896140.00,Data write: FF
2410,16361905200.00,ACK
2411,16361906540.00,Data write: 1F
2412,16361915620.00,ACK
2413,16361916960.00,Data write: 00
2414,16361926060.00,ACK
2415,16361927420.00,Data write: 00
2416,16361936500.00,ACK
2417,16361937860.00,Data write: 00
2418,16361946960.00,ACK
2419,16361948300.00,Data write: 00
2420,16361957400.00,ACK
2421,16361958740.00,Data write: 00
2422,16361967840.00,ACK
2423,16361969180.00,Data write: 00
2424,16361978280.00,ACK
2425,16361979640.00,Data write: 00
2426,16361988720.00,ACK
2427,16361990080.00,Data write: 00
2428,16361999180.00,ACK
2429,16362000520.00,Data write: 00
2430,16362009620.00,ACK
2431,16362010960.00,Data write: 00
2432,16362020060.00,ACK
2433,16362021400.00,Data write: 00
2434,16362030500.00,ACK
2435,16362031860.00,Data write: 00
2436,16362040940.00,ACK
2437,16362042300.00,Data write: C3
2438,16362051360.00,ACK
2439,16362052720.00,Data write: 1B
2440,16362061800.00,ACK
2441,16362063140.00,Data write: FF
2442,16362072200.00,ACK
2443,16362073540.00,Data write: 1F
2444,16362082600.00,ACK
2445,16362083940.00,Data write: C3
2446,16362093020.00,ACK
2447,16362094380.00,Data write: 1B
2448,16362103460.00,ACK
2449,16362104800.00,Data write: FF
2450,16362113860.00,ACK
2451,16362115200.00,Data write: 1F
2452,16362124260.00,ACK
2453,16362125620.00,Data write: 00
2454,16362134720.00,ACK
2455,16362136060.00,Data write: 00
2456,16362145160.00,ACK
2457,16362146500.00,Data write: 00
2458,16362155600.00,ACK
2459,16362156960.00,Data write: 00
2460,16362166040.00,ACK
2461,16362167380.00,Data write: C3
2462,16362176460.00,ACK
2463,16362177820.00,Data write: 1B
2464,16362186880.00,ACK
2465,16362188220.00,Data write: FF
2466,16362197280.00,ACK
2467,16362198640.00,Data write: 1F
2468,16362207700.00,ACK
2469,16362209060.00,Data write: AD
2470,16362218120.00,ACK
2471,16362219460.00,Data write: 83
2472,16362228540.00,ACK
2473,16362229900.00,Data write: FF
2474,16362238940.00,ACK
2475,16362240300.00,Data write: 1F
2476,16362249360.00,ACK
2477,16362251280.00,Stop
2478,16362305800.00,Start
2479,16362307100.00,Address read: DF
2480,16362315000.00,Read
2481,16362316160.00,ACK
2482,16362317540.00,Data read: 00
2483,16362326520.00,ACK
2484,16362327660.00,Data read: 00
2485,16362336600.00,ACK
2486,16362337740.00,Data read: 00
2487,16362346700.00,ACK
2488,16362347840.00,Data read: 00
2489,16362356780.00,ACK
2490,16362357920.00,Data read: 00
2491,16362366880.00,ACK
2492,16362368020.00,Data read: 00
2493,16362376960.00,ACK
2494,16362378100.00,Data read: 00
2495,16362387060.00,ACK
2496,16362388180.00,Data read: 00
2497,16362397140.00,ACK
2498,16362398280.00,Data read: 00
2499,16362407220.00,ACK
2500,16362408360.00,Data read: 00
2501,16362417320.00,NACK
2502,16362419060.00,Stop
2503,16369699520.00,Start
2504,16369700900.00,Address write: D6
2505,16369708860.00,Write
2506,16369710020.00,ACK
2507,16369711420.00,Data write: FF
2508,16369720480.00,ACK
2509,16369721820.00,Data write: A3
2510,16369730900.00,ACK
2511,16369732240.00,Data write: 02
2512,16369741340.00,ACK
2513,16369743280.00,Stop
2514,16371305440.00,Start
2515,16371306700.00,Address write: D6
2516,16371314600.00,Write
2517,16371315760.00,ACK
2518,16371317120.00,Data write: FF
2519,16371326180.00,ACK
2520,16371327520.00,Data write: B7
2521,16371336600.00,ACK
2522,16371337940.00,Data write: 5A
2523,16371347020.00,ACK
2524,16371348880.00,Stop
2525,16373305420.00,Start
2526,16373306680.00,Address write: D6
2527,16373314600.00,Write
2528,16373315760.00,ACK
2529,16373317120.00,Data write: FF
2530,16373326180.00,ACK
2531,16373327520.00,Data write: B7
2532,16373336580.00,ACK
2533,16373337940.00,Data write: 00
2534,16373347020.00,ACK
2535,16373348880.00,Stop
2536,16388305080.00,Start
2537,16388306340.00,Address write: D6
2538,16388314240.00,Write
2539,16388315400.00,ACK
2540,16388316760.00,Data write: FF
2541,16388325820.00,ACK
2542,16388327180.00,Data write: F0
2543,16388336240.00,ACK
2544,16388337600.00,Data write: 20
2545,16388346680.00,ACK
2546,16388348040.00,Data write: 20
2547,16388357120.00,ACK
2548,16388358480.00,Data write: 02
2549,16388367560.00,ACK
2550,16388368920.00,Data write: 02
2551,16388378000.00,ACK
2552,16388379360.00,Data write: 19
2553,16388388440.00,ACK
2554,16388389780.00,Data write: 29
2555,16388398860.00,ACK
2556,16388400200.00,Data write: 19
2557,16388409280.00,ACK
2558,16388410640.00,Data write: 29
2559,16388419720.00,ACK
2560,16388421580.00,Stop
2561,16388423420.00,Start
2562,16388424680.00,Address write: D6
2563,16388432600.00,Write
2564,16388433760.00,ACK
2565,16388435120.00,Data write: FF
2566,16388444180.00,ACK
2567,16388445520.00,Data write: F0
2568,16388454600.00,ACK
2569,16388456680.00,Start repeat
2570,16388457940.00,Address read: D7
2571,16388465840.00,Read
2572,16388467020.00,ACK
2573,16388468420.00,Data read: 01
2574,16388477380.00,NACK
2575,16388479140.00,Stop
2576,16390305180.00,Start
2577,16390306500.00,Address write: D6
2578,16390314400.00,Write
2579,16390315560.00,ACK
2580,16390316960.00,Data write: FF
2581,16390326000.00,ACK
2582,16390327360.00,Data write: B4
2583,16390336440.00,ACK
2584,16390337780.00,Data write: 00
2585,16390346880.00,ACK
2586,16390348760.00,Stop
2587,16392304940.00,Start
2588,16392306200.00,Address write: D6
2589,16392314120.00,Write
2590,16392315280.00,ACK
2591,16392316640.00,Data write: FF
2592,16392325700.00,ACK
2593,16392327040.00,Data write: A3
2594,16392336120.00,ACK
2595,16392337460.00,Data write: 00
2596,16392346560.00,ACK
2597,16392348420.00,Stop
2598,16394304880.00,Start
2599,16394306160.00,Address write: D6
2600,16394314060.00,Write
2601,16394315220.00,ACK
2602,16394316580.00,Data write: FF
2603,16394325640.00,ACK
2604,16394326980.00,Data write: B4
2605,16394336060.00,ACK
2606,16394337420.00,Data write: 01
2607,16394346500.00,ACK
2608,16394348360.00,Stop
------------------------------------
[17:59:47.691] [INFO ] 开始烧录序列 (AW86006, 33.2 KB)
[17:59:47.691] [INFO ] 停止采样
[17:59:47.691] [INFO ] 停止信号发生器
[17:59:47.695] [INFO ] 停止循环写入
[17:59:47.695] [INFO ] 调用 AW86006::flash() (33.2 KB)
[17:59:47.717] [INFO ] 开始烧录:addr=0x01000000, totalBytes=34024 (33.2 KB)
[17:59:47.717] [INFO ] BEGIN: addr=0x01000000 totalBytes=34024
[17:59:49.889] [INFO ] DATA 阶段完成:136 包,共 34024 字节,耗时 2176 ms
[17:59:49.889] [INFO ] 阶段:烧录执行中... (5-10 秒,无中间进度)
[17:59:50.166] [INFO ] EXEC 返回:ISP_FLASH_ERROR (status=5)
[17:59:50.166] [ERROR] ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[17:59:50.166] [WARN ] 收尾:发 RESET_CHIP + CANCEL
[17:59:50.230] [ERROR] 烧录失败：ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[17:59:52.714] [INFO ] 开始烧录序列 (AW86006, 33.2 KB)
[17:59:52.714] [INFO ] 停止采样
[17:59:52.714] [INFO ] 停止信号发生器
[17:59:52.718] [INFO ] 停止循环写入
[17:59:52.718] [INFO ] 调用 AW86006::flash() (33.2 KB)
[17:59:52.743] [INFO ] 开始烧录:addr=0x01000000, totalBytes=34024 (33.2 KB)
[17:59:52.743] [INFO ] BEGIN: addr=0x01000000 totalBytes=34024
[17:59:54.906] [INFO ] DATA 阶段完成:136 包,共 34024 字节,耗时 2175 ms
[17:59:54.907] [INFO ] 阶段:烧录执行中... (5-10 秒,无中间进度)
[17:59:55.190] [INFO ] EXEC 返回:ISP_FLASH_ERROR (status=5)
[17:59:55.190] [ERROR] ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[17:59:55.190] [WARN ] 收尾:发 RESET_CHIP + CANCEL
[17:59:55.254] [ERROR] 烧录失败：ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[17:59:58.522] [INFO ] 开始烧录序列 (AW86006, 33.2 KB)
[17:59:58.522] [INFO ] 停止采样
[17:59:58.522] [INFO ] 停止信号发生器
[17:59:58.528] [INFO ] 停止循环写入
[17:59:58.528] [INFO ] 调用 AW86006::flash() (33.2 KB)
[17:59:58.551] [INFO ] 开始烧录:addr=0x01000000, totalBytes=34024 (33.2 KB)
[17:59:58.552] [INFO ] BEGIN: addr=0x01000000 totalBytes=34024
[18:00:00.723] [INFO ] DATA 阶段完成:136 包,共 34024 字节,耗时 2176 ms
[18:00:00.724] [INFO ] 阶段:烧录执行中... (5-10 秒,无中间进度)
[18:00:00.997] [INFO ] EXEC 返回:ISP_FLASH_ERROR (status=5)
[18:00:00.998] [ERROR] ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[18:00:00.998] [WARN ] 收尾:发 RESET_CHIP + CANCEL
[18:00:01.063] [ERROR] 烧录失败：ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[18:00:03.704] [INFO ] 开始烧录序列 (AW86006, 33.2 KB)
[18:00:03.705] [INFO ] 停止采样
[18:00:03.705] [INFO ] 停止信号发生器
[18:00:03.710] [INFO ] 停止循环写入
[18:00:03.711] [INFO ] 调用 AW86006::flash() (33.2 KB)
[18:00:03.735] [INFO ] 开始烧录:addr=0x01000000, totalBytes=34024 (33.2 KB)
[18:00:03.735] [INFO ] BEGIN: addr=0x01000000 totalBytes=34024
[18:00:05.906] [INFO ] DATA 阶段完成:136 包,共 34024 字节,耗时 2176 ms
[18:00:05.907] [INFO ] 阶段:烧录执行中... (5-10 秒,无中间进度)
[18:00:06.181] [INFO ] EXEC 返回:ISP_FLASH_ERROR (status=5)
[18:00:06.181] [ERROR] ISP 烧录失败:ISP_FLASH_ERROR (status=5)
[18:00:06.182] [WARN ] 收尾:发 RESET_CHIP + CANCEL
[18:00:06.247] [ERROR] 烧录失败：ISP 烧录失败:ISP_FLASH_ERROR (status=5)
-------------------------------
