Id,Time[ns],0:I²C: Address/Data
1033,5369771640.00,Data write: 01
1034,5369780740.00,ACK
1035,5369782080.00,Data write: F8
1036,5369791160.00,ACK
1037,5369792500.00,Data write: 00
1038,5369801600.00,ACK
1039,5369802960.00,Data write: 00
1040,5369812040.00,ACK
1041,5369813400.00,Data write: 00
1042,5369822480.00,ACK
1043,5369823840.00,Data write: 01
1044,5369832920.00,ACK
1045,5369834280.00,Data write: 00
1046,5369843380.00,ACK
1047,5369844720.00,Data write: 40
1048,5369853800.00,ACK
1049,5369855160.00,Data write: 00
1050,5369864260.00,ACK
1051,5369865600.00,Data write: 20
1052,5369874700.00,ACK
1053,5369876040.00,Data write: CD
1054,5369885100.00,ACK
1055,5369886460.00,Data write: 82
1056,5369895540.00,ACK
1057,5369896880.00,Data write: FF
1058,5369905940.00,ACK
1059,5369907300.00,Data write: 1F
1060,5369916360.00,ACK
1061,5369917700.00,Data write: C3
1062,5369926780.00,ACK
1063,5369928120.00,Data write: 1B
1064,5369937200.00,ACK
1065,5369938540.00,Data write: FF
1066,5369947600.00,ACK
1067,5369948960.00,Data write: 1F
1068,5369958020.00,ACK
1069,5369959360.00,Data write: C3
1070,5369968440.00,ACK
1071,5369969800.00,Data write: 1B
1072,5369978860.00,ACK
1073,5369980200.00,Data write: FF
1074,5369989260.00,ACK
1075,5369990620.00,Data write: 1F
1076,5369999680.00,ACK
1077,5370001020.00,Data write: C3
1078,5370010100.00,ACK
1079,5370011460.00,Data write: 1B
1080,5370020520.00,ACK
1081,5370021860.00,Data write: FF
1082,5370030920.00,ACK
1083,5370032280.00,Data write: 1F
1084,5370041340.00,ACK
1085,5370042680.00,Data write: C3
1086,5370051760.00,ACK
1087,5370053100.00,Data write: 1B
1088,5370062180.00,ACK
1089,5370063520.00,Data write: FF
1090,5370072580.00,ACK
1091,5370073940.00,Data write: 1F
1092,5370083000.00,ACK
1093,5370084340.00,Data write: C3
1094,5370093420.00,ACK
1095,5370094760.00,Data write: 1B
1096,5370103840.00,ACK
1097,5370105180.00,Data write: FF
1098,5370114240.00,ACK
1099,5370115600.00,Data write: 1F
1100,5370124660.00,ACK
1101,5370126000.00,Data write: C3
1102,5370135080.00,ACK
1103,5370136420.00,Data write: 1B
1104,5370145500.00,ACK
1105,5370146840.00,Data write: FF
1106,5370155900.00,ACK
1107,5370157260.00,Data write: 1F
1108,5370166320.00,ACK
1109,5370167660.00,Data write: 00
1110,5370176760.00,ACK
1111,5370178120.00,Data write: 00
1112,5370187200.00,ACK
1113,5370188560.00,Data write: 00
1114,5370197660.00,ACK
1115,5370199000.00,Data write: 00
1116,5370208100.00,ACK
1117,5370209440.00,Data write: 00
1118,5370218540.00,ACK
1119,5370219900.00,Data write: 00
1120,5370228980.00,ACK
1121,5370230340.00,Data write: 00
1122,5370239420.00,ACK
1123,5370240780.00,Data write: 00
1124,5370249880.00,ACK
1125,5370251220.00,Data write: 00
1126,5370260320.00,ACK
1127,5370261660.00,Data write: 00
1128,5370270760.00,ACK
1129,5370272120.00,Data write: 00
1130,5370281200.00,ACK
1131,5370282560.00,Data write: 00
1132,5370291640.00,ACK
1133,5370293000.00,Data write: C3
1134,5370302060.00,ACK
1135,5370303420.00,Data write: 1B
1136,5370312500.00,ACK
1137,5370313840.00,Data write: FF
1138,5370322900.00,ACK
1139,5370324240.00,Data write: 1F
1140,5370333300.00,ACK
1141,5370334660.00,Data write: C3
1142,5370343740.00,ACK
1143,5370345080.00,Data write: 1B
1144,5370354140.00,ACK
1145,5370355500.00,Data write: FF
1146,5370364560.00,ACK
1147,5370365900.00,Data write: 1F
1148,5370374980.00,ACK
1149,5370376320.00,Data write: 00
1150,5370385420.00,ACK
1151,5370386760.00,Data write: 00
1152,5370395860.00,ACK
1153,5370397200.00,Data write: 00
1154,5370406300.00,ACK
1155,5370407660.00,Data write: 00
1156,5370416740.00,ACK
1157,5370418100.00,Data write: C3
1158,5370427160.00,ACK
1159,5370428520.00,Data write: 1B
1160,5370437580.00,ACK
1161,5370438940.00,Data write: FF
1162,5370447980.00,ACK
1163,5370449340.00,Data write: 1F
1164,5370458400.00,ACK
1165,5370459760.00,Data write: AD
1166,5370468820.00,ACK
1167,5370470160.00,Data write: 83
1168,5370479240.00,ACK
1169,5370480600.00,Data write: FF
1170,5370489660.00,ACK
1171,5370491000.00,Data write: 1F
1172,5370500060.00,ACK
1173,5370501980.00,Stop
1174,5370556500.00,Start
1175,5370557800.00,Address read: DF
1176,5370565700.00,Read
1177,5370566860.00,ACK
1178,5370568240.00,Data read: 00
1179,5370577220.00,ACK
1180,5370578360.00,Data read: 00
1181,5370587300.00,ACK
1182,5370588440.00,Data read: 00
1183,5370597400.00,ACK
1184,5370598540.00,Data read: 00
1185,5370607480.00,ACK
1186,5370608620.00,Data read: 00
1187,5370617580.00,ACK
1188,5370618720.00,Data read: 00
1189,5370627660.00,ACK
1190,5370628800.00,Data read: 00
1191,5370637760.00,ACK
1192,5370638900.00,Data read: 00
1193,5370647840.00,ACK
1194,5370648980.00,Data read: 00
1195,5370657920.00,ACK
1196,5370659060.00,Data read: 00
1197,5370668020.00,NACK
1198,5370669760.00,Stop
1199,5378191540.00,Start
1200,5378192940.00,Address write: D6
1201,5378200900.00,Write
1202,5378202060.00,ACK
1203,5378203440.00,Data write: FF
1204,5378212500.00,ACK
1205,5378213840.00,Data write: A3
1206,5378222920.00,ACK
1207,5378224280.00,Data write: 02
1208,5378233360.00,ACK
1209,5378235320.00,Stop
1210,5379556160.00,Start
1211,5379557440.00,Address write: D6
1212,5379565340.00,Write
1213,5379566500.00,ACK
1214,5379567860.00,Data write: FF
1215,5379576920.00,ACK
1216,5379578260.00,Data write: B7
1217,5379587320.00,ACK
1218,5379588680.00,Data write: 5A
1219,5379597740.00,ACK
1220,5379599600.00,Stop
1221,5381556160.00,Start
1222,5381557420.00,Address write: D6
1223,5381565340.00,Write
1224,5381566500.00,ACK
1225,5381567860.00,Data write: FF
1226,5381576900.00,ACK
1227,5381578260.00,Data write: B7
1228,5381587320.00,ACK
1229,5381588660.00,Data write: 00
1230,5381597760.00,ACK
1231,5381599620.00,Stop
1232,5396555780.00,Start
1233,5396557040.00,Address write: D6
1234,5396564960.00,Write
1235,5396566120.00,ACK
1236,5396567480.00,Data write: FF
1237,5396576520.00,ACK
1238,5396577880.00,Data write: F0
1239,5396586940.00,ACK
1240,5396588300.00,Data write: 20
1241,5396597380.00,ACK
1242,5396598740.00,Data write: 20
1243,5396607820.00,ACK
1244,5396609180.00,Data write: 02
1245,5396618260.00,ACK
1246,5396619620.00,Data write: 02
1247,5396628700.00,ACK
1248,5396630060.00,Data write: 19
1249,5396639140.00,ACK
1250,5396640480.00,Data write: 29
1251,5396649560.00,ACK
1252,5396650900.00,Data write: 19
1253,5396659980.00,ACK
1254,5396661340.00,Data write: 29
1255,5396670420.00,ACK
1256,5396672280.00,Stop
1257,5396674120.00,Start
1258,5396675380.00,Address write: D6
1259,5396683300.00,Write
1260,5396684460.00,ACK
1261,5396685820.00,Data write: FF
1262,5396694880.00,ACK
1263,5396696240.00,Data write: F0
1264,5396705300.00,ACK
1265,5396707380.00,Start repeat
1266,5396708640.00,Address read: D7
1267,5396716560.00,Read
1268,5396717720.00,ACK
1269,5396719120.00,Data read: 01
1270,5396728100.00,NACK
1271,5396729840.00,Stop
1272,5398555880.00,Start
1273,5398557200.00,Address write: D6
1274,5398565100.00,Write
1275,5398566260.00,ACK
1276,5398567660.00,Data write: FF
1277,5398576700.00,ACK
1278,5398578060.00,Data write: B4
1279,5398587140.00,ACK
1280,5398588480.00,Data write: 00
1281,5398597580.00,ACK
1282,5398599460.00,Stop
1283,5400555640.00,Start
1284,5400556900.00,Address write: D6
1285,5400564820.00,Write
1286,5400565980.00,ACK
1287,5400567340.00,Data write: FF
1288,5400576400.00,ACK
1289,5400577740.00,Data write: A3
1290,5400586820.00,ACK
1291,5400588160.00,Data write: 00
1292,5400597260.00,ACK
1293,5400599120.00,Stop
1294,5402555580.00,Start
1295,5402556860.00,Address write: D6
1296,5402564760.00,Write
1297,5402565920.00,ACK
1298,5402567280.00,Data write: FF
1299,5402576340.00,ACK
1300,5402577680.00,Data write: B4
1301,5402586760.00,ACK
1302,5402588120.00,Data write: 01
1303,5402597200.00,ACK
1304,5402599060.00,Stop
1305,10898972720.00,Start
1306,10898974100.00,Address write: D6
1307,10898982060.00,Write
1308,10898983240.00,ACK
1309,10898984620.00,Data write: FF
1310,10898993680.00,ACK
1311,10898995020.00,Data write: A3
1312,10899004100.00,ACK
1313,10899005440.00,Data write: 02
1314,10899014540.00,ACK
1315,10899016500.00,Stop
1316,10900430220.00,Start
1317,10900431500.00,Address write: D6
1318,10900439400.00,Write
1319,10900440560.00,ACK
1320,10900441920.00,Data write: FF
1321,10900450980.00,ACK
1322,10900452320.00,Data write: B7
1323,10900461400.00,ACK
1324,10900462740.00,Data write: 5A
1325,10900471820.00,ACK
1326,10900473680.00,Stop
1327,10902430220.00,Start
1328,10902431480.00,Address write: D6
1329,10902439400.00,Write
1330,10902440560.00,ACK
1331,10902441920.00,Data write: FF
1332,10902450980.00,ACK
1333,10902452320.00,Data write: B7
1334,10902461380.00,ACK
1335,10902462740.00,Data write: 00
1336,10902471820.00,ACK
1337,10902473680.00,Stop
1338,10917429840.00,Start
1339,10917431100.00,Address write: D6
1340,10917439020.00,Write
1341,10917440180.00,ACK
1342,10917441540.00,Data write: FF
1343,10917450580.00,ACK
1344,10917451940.00,Data write: F0
1345,10917461020.00,ACK
1346,10917462360.00,Data write: 20
1347,10917471440.00,ACK
1348,10917472800.00,Data write: 20
1349,10917481880.00,ACK
1350,10917483240.00,Data write: 02
1351,10917492320.00,ACK
1352,10917493680.00,Data write: 02
1353,10917502760.00,ACK
1354,10917504120.00,Data write: 19
1355,10917513200.00,ACK
1356,10917514540.00,Data write: 29
1357,10917523620.00,ACK
1358,10917524980.00,Data write: 19
1359,10917534040.00,ACK
1360,10917535400.00,Data write: 29
1361,10917544480.00,ACK
1362,10917546340.00,Stop
1363,10917548180.00,Start
1364,10917549440.00,Address write: D6
1365,10917557360.00,Write
1366,10917558520.00,ACK
1367,10917559900.00,Data write: FF
1368,10917568940.00,ACK
1369,10917570300.00,Data write: F0
1370,10917579360.00,ACK
1371,10917581440.00,Start repeat
1372,10917582700.00,Address read: D7
1373,10917590620.00,Read
1374,10917591780.00,ACK
1375,10917593180.00,Data read: 01
1376,10917602160.00,NACK
1377,10917603900.00,Stop
1378,10919429940.00,Start
1379,10919431240.00,Address write: D6
1380,10919439160.00,Write
1381,10919440320.00,ACK
1382,10919441700.00,Data write: FF
1383,10919450760.00,ACK
1384,10919452100.00,Data write: B4
1385,10919461180.00,ACK
1386,10919462540.00,Data write: 00
1387,10919471620.00,ACK
1388,10919473500.00,Stop
1389,10921429740.00,Start
1390,10921431020.00,Address write: D6
1391,10921438920.00,Write
1392,10921440080.00,ACK
1393,10921441440.00,Data write: FF
1394,10921450500.00,ACK
1395,10921451840.00,Data write: A3
1396,10921460920.00,ACK
1397,10921462260.00,Data write: 00
1398,10921471360.00,ACK
1399,10921473220.00,Stop
1400,10923429660.00,Start
1401,10923430920.00,Address write: D6
1402,10923438820.00,Write
1403,10923439980.00,ACK
1404,10923441340.00,Data write: FF
1405,10923450400.00,ACK
1406,10923451740.00,Data write: B4
1407,10923460820.00,ACK
1408,10923462180.00,Data write: 01
1409,10923471260.00,ACK
1410,10923473120.00,Stop
1411,10930429520.00,Start
1412,10930430780.00,Address write: DE
1413,10930438680.00,Write
1414,10930439840.00,ACK
1415,10930441200.00,Data write: AC
1416,10930450280.00,ACK
1417,10930452140.00,Stop
1418,10931429540.00,Start
1419,10931430800.00,Address write: DE
1420,10931438700.00,Write
1421,10931439860.00,ACK
1422,10931441220.00,Data write: AC
1423,10931450300.00,ACK
1424,10931452160.00,Stop
1425,10932429460.00,Start
1426,10932430740.00,Address write: DE
1427,10932438640.00,Write
1428,10932439800.00,ACK
1429,10932441160.00,Data write: AC
1430,10932450240.00,ACK
1431,10932452100.00,Stop
1432,10933429480.00,Start
1433,10933430760.00,Address write: DE
1434,10933438660.00,Write
1435,10933439820.00,ACK
1436,10933441180.00,Data write: AC
1437,10933450260.00,ACK
1438,10933452120.00,Stop
1439,10934429420.00,Start
1440,10934430680.00,Address write: DE
1441,10934438600.00,Write
1442,10934439760.00,ACK
1443,10934441120.00,Data write: AC
1444,10934450200.00,ACK
1445,10934452060.00,Stop
1446,10935429440.00,Start
1447,10935430720.00,Address write: DE
1448,10935438620.00,Write
1449,10935439780.00,ACK
1450,10935441140.00,Data write: AC
1451,10935450220.00,ACK
1452,10935452080.00,Stop
1453,10936429380.00,Start
1454,10936430640.00,Address write: DE
1455,10936438540.00,Write
1456,10936439700.00,ACK
1457,10936441060.00,Data write: AC
1458,10936450140.00,ACK
1459,10936452000.00,Stop
1460,10937429400.00,Start
1461,10937430660.00,Address write: DE
1462,10937438560.00,Write
1463,10937439720.00,ACK
1464,10937441080.00,Data write: AC
1465,10937450160.00,ACK
1466,10937452020.00,Stop
1467,10938429340.00,Start
1468,10938430600.00,Address write: DE
1469,10938438500.00,Write
1470,10938439660.00,ACK
1471,10938441020.00,Data write: AC
1472,10938450100.00,ACK
1473,10938451960.00,Stop
1474,10939429360.00,Start
1475,10939430620.00,Address write: DE
1476,10939438520.00,Write
1477,10939439680.00,ACK
1478,10939441040.00,Data write: AC
1479,10939450120.00,ACK
1480,10939451980.00,Stop
1481,10940429280.00,Start
1482,10940430560.00,Address write: DE
1483,10940438460.00,Write
1484,10940439620.00,ACK
1485,10940440980.00,Data write: AC
1486,10940450060.00,ACK
1487,10940451920.00,Stop
1488,10941429300.00,Start
1489,10941430580.00,Address write: DE
1490,10941438480.00,Write
1491,10941439640.00,ACK
1492,10941441000.00,Data write: AC
1493,10941450080.00,ACK
1494,10941451940.00,Stop
1495,10942429240.00,Start
1496,10942430500.00,Address write: DE
1497,10942438400.00,Write
1498,10942439560.00,ACK
1499,10942440920.00,Data write: AC
1500,10942450000.00,ACK
1501,10942451860.00,Stop
1502,10943429260.00,Start
1503,10943430520.00,Address write: DE
1504,10943438420.00,Write
1505,10943439600.00,ACK
1506,10943440960.00,Data write: AC
1507,10943450020.00,ACK
1508,10943451880.00,Stop
1509,10944429200.00,Start
1510,10944430460.00,Address write: DE
1511,10944438360.00,Write
1512,10944439520.00,ACK
1513,10944440880.00,Data write: AC
1514,10944449960.00,ACK
1515,10944451820.00,Stop
1516,10945429220.00,Start
1517,10945430480.00,Address write: DE
1518,10945438380.00,Write
1519,10945439540.00,ACK
1520,10945440900.00,Data write: AC
1521,10945449980.00,ACK
1522,10945451840.00,Stop
1523,10946429140.00,Start
1524,10946430420.00,Address write: DE
1525,10946438320.00,Write
1526,10946439480.00,ACK
1527,10946440840.00,Data write: AC
1528,10946449920.00,ACK
1529,10946451780.00,Stop
1530,10947429160.00,Start
1531,10947430440.00,Address write: DE
1532,10947438340.00,Write
1533,10947439500.00,ACK
1534,10947440860.00,Data write: AC
1535,10947449940.00,ACK
1536,10947451800.00,Stop
1537,10948429100.00,Start
1538,10948430360.00,Address write: DE
1539,10948438280.00,Write
1540,10948439440.00,ACK
1541,10948440800.00,Data write: AC
1542,10948449880.00,ACK
1543,10948451740.00,Stop
1544,10949429120.00,Start
1545,10949430400.00,Address write: DE
1546,10949438300.00,Write
1547,10949439460.00,ACK
1548,10949440820.00,Data write: AC
1549,10949449900.00,ACK
1550,10949451760.00,Stop
1551,10950433700.00,Start
1552,10950435100.00,Address write: DE
1553,10950443040.00,Write
1554,10950444220.00,ACK
1555,10950445600.00,Data write: 86
1556,10950454680.00,ACK
1557,10950456040.00,Data write: 01
1558,10950465120.00,ACK
1559,10950466460.00,Data write: 82
1560,10950475560.00,ACK
1561,10950476900.00,Data write: 01
1562,10950486000.00,ACK
1563,10950487340.00,Data write: 01
1564,10950496440.00,ACK
1565,10950497780.00,Data write: 00
1566,10950506880.00,ACK
1567,10950508220.00,Data write: 00
1568,10950517320.00,ACK
1569,10950518680.00,Data write: 01
1570,10950527760.00,ACK
1571,10950529120.00,Data write: 00
1572,10950538200.00,ACK
1573,10950540160.00,Stop
1574,10952429140.00,Start
1575,10952430440.00,Address read: DF
1576,10952438340.00,Read
1577,10952439500.00,ACK
1578,10952440880.00,Data read: 33
1579,10952449860.00,ACK
1580,10952451000.00,Data read: 01
1581,10952459960.00,ACK
1582,10952461080.00,Data read: 28
1583,10952470040.00,ACK
1584,10952471180.00,Data read: 01
1585,10952480120.00,ACK
1586,10952481260.00,Data read: 02
1587,10952490220.00,ACK
1588,10952491360.00,Data read: 05
1589,10952500300.00,ACK
1590,10952501440.00,Data read: 00
1591,10952510400.00,ACK
1592,10952511540.00,Data read: 01
1593,10952520480.00,ACK
1594,10952521620.00,Data read: 01
1595,10952530580.00,ACK
1596,10952531720.00,Data read: 00
1597,10952540660.00,ACK
1598,10952541800.00,Data read: 01
1599,10952550740.00,ACK
1600,10952551880.00,Data read: 00
1601,10952560840.00,ACK
1602,10952561980.00,Data read: 00
1603,10952570920.00,ACK
1604,10952572060.00,Data read: 00
1605,10952581000.00,NACK
1606,10952582760.00,Stop
1607,10952588960.00,Start
1608,10952590320.00,Address write: DE
1609,10952598280.00,Write
1610,10952599440.00,ACK
1611,10952600820.00,Data write: B8
1612,10952609900.00,ACK
1613,10952611260.00,Data write: 01
1614,10952620340.00,ACK
1615,10952621680.00,Data write: 82
1616,10952630780.00,ACK
1617,10952632120.00,Data write: 03
1618,10952641200.00,ACK
1619,10952642560.00,Data write: 21
1620,10952651640.00,ACK
1621,10952653000.00,Data write: 06
1622,10952662080.00,ACK
1623,10952663420.00,Data write: 00
1624,10952672520.00,ACK
1625,10952673880.00,Data write: 01
1626,10952682960.00,ACK
1627,10952684300.00,Data write: 0A
1628,10952693380.00,ACK
1629,10952694740.00,Data write: 09
1630,10952703820.00,ACK
1631,10952705180.00,Data write: 00
1632,10952714260.00,ACK
1633,10952715620.00,Data write: 00
1634,10952724720.00,ACK
1635,10952726060.00,Data write: 00
1636,10952735160.00,ACK
1637,10952736500.00,Data write: 00
1638,10952745600.00,ACK
1639,10952746960.00,Data write: 01
1640,10952756040.00,ACK
1641,10952757940.00,Stop
1642,11177423960.00,Start
1643,11177425260.00,Address read: DF
1644,11177433140.00,Read
1645,11177434300.00,ACK
1646,11177435680.00,Data read: 50
1647,11177444680.00,ACK
1648,11177445820.00,Data read: 01
1649,11177454760.00,ACK
1650,11177455900.00,Data read: 28
1651,11177464860.00,ACK
1652,11177466000.00,Data read: 03
1653,11177474940.00,ACK
1654,11177476080.00,Data read: 22
1655,11177485040.00,ACK
1656,11177486180.00,Data read: 01
1657,11177495120.00,ACK
1658,11177496260.00,Data read: 00
1659,11177505200.00,ACK
1660,11177506340.00,Data read: 01
1661,11177515300.00,ACK
1662,11177516440.00,Data read: 00
1663,11177525380.00,ACK
1664,11177526520.00,Data read: 00
1665,11177535460.00,NACK
1666,11177537220.00,Stop
1667,11177554260.00,Start
1668,11177555620.00,Address write: DE
1669,11177563560.00,Write
1670,11177564740.00,ACK
1671,11177566120.00,Data write: C4
1672,11177575200.00,ACK
1673,11177576560.00,Data write: 01
1674,11177585640.00,ACK
1675,11177586980.00,Data write: 82
1676,11177596080.00,ACK
1677,11177597440.00,Data write: 03
1678,11177606520.00,ACK
1679,11177607860.00,Data write: 01
1680,11177616940.00,ACK
1681,11177618300.00,Data write: 44
1682,11177627380.00,ACK
1683,11177628740.00,Data write: 00
1684,11177637820.00,ACK
1685,11177639180.00,Data write: 01
1686,11177648260.00,ACK
1687,11177649620.00,Data write: F8
1688,11177658680.00,ACK
1689,11177660040.00,Data write: 00
1690,11177669120.00,ACK
1691,11177670480.00,Data write: 00
1692,11177679580.00,ACK
1693,11177680920.00,Data write: 00
1694,11177690020.00,ACK
1695,11177691360.00,Data write: 01
1696,11177700460.00,ACK
1697,11177701800.00,Data write: 00
1698,11177710900.00,ACK
1699,11177712240.00,Data write: 40
1700,11177721340.00,ACK
1701,11177722680.00,Data write: 00
1702,11177731780.00,ACK
1703,11177733140.00,Data write: 20
1704,11177742220.00,ACK
1705,11177743560.00,Data write: CD
1706,11177752640.00,ACK
1707,11177753980.00,Data write: 82
1708,11177763060.00,ACK
1709,11177764420.00,Data write: FF
1710,11177773460.00,ACK
1711,11177774820.00,Data write: 1F
1712,11177783880.00,ACK
1713,11177785220.00,Data write: C3
1714,11177794300.00,ACK
1715,11177795660.00,Data write: 1B
1716,11177804720.00,ACK
1717,11177806080.00,Data write: FF
1718,11177815120.00,ACK
1719,11177816480.00,Data write: 1F
1720,11177825540.00,ACK
1721,11177826880.00,Data write: C3
1722,11177835960.00,ACK
1723,11177837320.00,Data write: 1B
1724,11177846380.00,ACK
1725,11177847740.00,Data write: FF
1726,11177856780.00,ACK
1727,11177858140.00,Data write: 1F
1728,11177867200.00,ACK
1729,11177868540.00,Data write: C3
1730,11177877620.00,ACK
1731,11177878980.00,Data write: 1B
1732,11177888040.00,ACK
1733,11177889400.00,Data write: FF
1734,11177898440.00,ACK
1735,11177899800.00,Data write: 1F
1736,11177908860.00,ACK
1737,11177910200.00,Data write: C3
1738,11177919280.00,ACK
1739,11177920640.00,Data write: 1B
1740,11177929700.00,ACK
1741,11177931060.00,Data write: FF
1742,11177940100.00,ACK
1743,11177941460.00,Data write: 1F
1744,11177950520.00,ACK
1745,11177951860.00,Data write: C3
1746,11177960940.00,ACK
1747,11177962300.00,Data write: 1B
1748,11177971360.00,ACK
1749,11177972720.00,Data write: FF
1750,11177981760.00,ACK
1751,11177983120.00,Data write: 1F
1752,11177992180.00,ACK
1753,11177993520.00,Data write: C3
1754,11178002600.00,ACK
1755,11178003960.00,Data write: 1B
1756,11178013020.00,ACK
1757,11178014380.00,Data write: FF
1758,11178023420.00,ACK
1759,11178024780.00,Data write: 1F
1760,11178033840.00,ACK
1761,11178035200.00,Data write: 00
1762,11178044280.00,ACK
1763,11178045640.00,Data write: 00
1764,11178054740.00,ACK
1765,11178056080.00,Data write: 00
1766,11178065180.00,ACK
1767,11178066520.00,Data write: 00
1768,11178075620.00,ACK
1769,11178076980.00,Data write: 00
1770,11178086060.00,ACK
1771,11178087420.00,Data write: 00
1772,11178096500.00,ACK
1773,11178097860.00,Data write: 00
1774,11178106960.00,ACK
1775,11178108300.00,Data write: 00
1776,11178117400.00,ACK
1777,11178118760.00,Data write: 00
1778,11178127840.00,ACK
1779,11178129200.00,Data write: 00
1780,11178138280.00,ACK
1781,11178139640.00,Data write: 00
1782,11178148740.00,ACK
1783,11178150080.00,Data write: 00
1784,11178159180.00,ACK
1785,11178160520.00,Data write: C3
1786,11178169600.00,ACK
1787,11178170940.00,Data write: 1B
1788,11178180020.00,ACK
1789,11178181360.00,Data write: FF
1790,11178190420.00,ACK
1791,11178191780.00,Data write: 1F
1792,11178200840.00,ACK
1793,11178202180.00,Data write: C3
1794,11178211260.00,ACK
1795,11178212600.00,Data write: 1B
1796,11178221680.00,ACK
1797,11178223020.00,Data write: FF
1798,11178232080.00,ACK
1799,11178233440.00,Data write: 1F
1800,11178242500.00,ACK
1801,11178243840.00,Data write: 00
1802,11178252940.00,ACK
1803,11178254300.00,Data write: 00
1804,11178263380.00,ACK
1805,11178264740.00,Data write: 00
1806,11178273820.00,ACK
1807,11178275180.00,Data write: 00
1808,11178284280.00,ACK
1809,11178285620.00,Data write: C3
1810,11178294700.00,ACK
1811,11178296040.00,Data write: 1B
1812,11178305120.00,ACK
1813,11178306460.00,Data write: FF
1814,11178315520.00,ACK
1815,11178316860.00,Data write: 1F
1816,11178325940.00,ACK
1817,11178327280.00,Data write: AD
1818,11178336360.00,ACK
1819,11178337700.00,Data write: 83
1820,11178346780.00,ACK
1821,11178348120.00,Data write: FF
1822,11178357180.00,ACK
1823,11178358520.00,Data write: 1F
1824,11178367600.00,ACK
1825,11178369520.00,Stop
1826,11178424040.00,Start
1827,11178425320.00,Address read: DF
1828,11178433220.00,Read
1829,11178434380.00,ACK
1830,11178435760.00,Data read: 00
1831,11178444740.00,ACK
1832,11178445880.00,Data read: 00
1833,11178454840.00,ACK
1834,11178455980.00,Data read: 00
1835,11178464920.00,ACK
1836,11178466060.00,Data read: 00
1837,11178475020.00,ACK
1838,11178476160.00,Data read: 00
1839,11178485100.00,ACK
1840,11178486240.00,Data read: 00
1841,11178495200.00,ACK
1842,11178496320.00,Data read: 00
1843,11178505280.00,ACK
1844,11178506420.00,Data read: 00
1845,11178515360.00,ACK
1846,11178516500.00,Data read: 00
1847,11178525460.00,ACK
1848,11178526600.00,Data read: 00
1849,11178535540.00,NACK
1850,11178537280.00,Stop
1851,11186060700.00,Start
1852,11186062100.00,Address write: D6
1853,11186070060.00,Write
1854,11186071220.00,ACK
1855,11186072620.00,Data write: FF
1856,11186081660.00,ACK
1857,11186083020.00,Data write: A3
1858,11186092080.00,ACK
1859,11186093440.00,Data write: 02
1860,11186102520.00,ACK
1861,11186104480.00,Stop
1862,11187423660.00,Start
1863,11187424940.00,Address write: D6
1864,11187432840.00,Write
1865,11187434000.00,ACK
1866,11187435360.00,Data write: FF
1867,11187444420.00,ACK
1868,11187445760.00,Data write: B7
1869,11187454820.00,ACK
1870,11187456180.00,Data write: 5A
1871,11187465240.00,ACK
1872,11187467100.00,Stop
1873,11189423640.00,Start
1874,11189424920.00,Address write: D6
1875,11189432820.00,Write
1876,11189433980.00,ACK
1877,11189435340.00,Data write: FF
1878,11189444400.00,ACK
1879,11189445740.00,Data write: B7
1880,11189454820.00,ACK
1881,11189456160.00,Data write: 00
1882,11189465260.00,ACK
1883,11189467120.00,Stop
1884,11204423300.00,Start
1885,11204424560.00,Address write: D6
1886,11204432480.00,Write
1887,11204433640.00,ACK
1888,11204435000.00,Data write: FF
1889,11204444060.00,ACK
1890,11204445400.00,Data write: F0
1891,11204454480.00,ACK
1892,11204455820.00,Data write: 20
1893,11204464920.00,ACK
1894,11204466260.00,Data write: 20
1895,11204475360.00,ACK
1896,11204476700.00,Data write: 02
1897,11204485800.00,ACK
1898,11204487140.00,Data write: 02
1899,11204496240.00,ACK
1900,11204497580.00,Data write: 19
1901,11204506660.00,ACK
1902,11204508000.00,Data write: 29
1903,11204517080.00,ACK
1904,11204518440.00,Data write: 19
1905,11204527520.00,ACK
1906,11204528860.00,Data write: 29
1907,11204537940.00,ACK
1908,11204539800.00,Stop
1909,11204541660.00,Start
1910,11204542920.00,Address write: D6
1911,11204550820.00,Write
1912,11204551980.00,ACK
1913,11204553360.00,Data write: FF
1914,11204562420.00,ACK
1915,11204563760.00,Data write: F0
1916,11204572840.00,ACK
1917,11204574900.00,Start repeat
1918,11204576180.00,Address read: D7
1919,11204584080.00,Read
1920,11204585240.00,ACK
1921,11204586640.00,Data read: 01
1922,11204595620.00,NACK
1923,11204597360.00,Stop
1924,11206423420.00,Start
1925,11206424720.00,Address write: D6
1926,11206432640.00,Write
1927,11206433800.00,ACK
1928,11206435180.00,Data write: FF
1929,11206444240.00,ACK
1930,11206445580.00,Data write: B4
1931,11206454660.00,ACK
1932,11206456000.00,Data write: 00
1933,11206465100.00,ACK
1934,11206466980.00,Stop
1935,11208423160.00,Start
1936,11208424440.00,Address write: D6
1937,11208432340.00,Write
1938,11208433500.00,ACK
1939,11208434860.00,Data write: FF
1940,11208443920.00,ACK
1941,11208445260.00,Data write: A3
1942,11208454340.00,ACK
1943,11208455680.00,Data write: 00
1944,11208464780.00,ACK
1945,11208466640.00,Stop
1946,11210423120.00,Start
1947,11210424380.00,Address write: D6
1948,11210432300.00,Write
1949,11210433460.00,ACK
1950,11210434820.00,Data write: FF
1951,11210443860.00,ACK
1952,11210445220.00,Data write: B4
